ID,DATE,PEAK_CURRENT,CHI_SQUARED,NUMBER_OF_SENSORS,HIT_GROUND,DISCHARGES,LAND_COVER,REL_HUMIDITY,AVG_REL_HUMIDITY_1_DAY,AVG_REL_HUMIDITY_3_DAY,AVG_REL_HUMIDITY_5_DAY,AVG_REL_HUMIDITY_10_DAY,AVG_REL_HUMIDITY_15_DAY,TEMPERATURE,AVG_TEMPERATURE_1_DAY,AVG_TEMPERATURE_3_DAY,AVG_TEMPERATURE_5_DAY,AVG_TEMPERATURE_10_DAY,AVG_TEMPERATURE_15_DAY,RAIN,SUM_RAIN_1_DAY,SUM_RAIN_3_DAY,SUM_RAIN_5_DAY,SUM_RAIN_10_DAY,SUM_RAIN_15_DAY,SOLAR_IRRADIANCE,SUM_SOLAR_IRRADIANCE_1_DAY,SUM_SOLAR_IRRADIANCE_3_DAY,SUM_SOLAR_IRRADIANCE_5_DAY,SUM_SOLAR_IRRADIANCE_10_DAY,SUM_SOLAR_IRRADIANCE_15_DAY,WIND,SUM_WIND_1_DAY,SUM_WIND_3_DAY,SUM_WIND_5_DAY,SUM_WIND_10_DAY,SUM_WIND_15_DAY
2920422,2014-05-26T01:50:54.574550Z,-8.8985,0.7,2,True,8,115,95.0,78.35416666666667,71.51388888888889,72.35416666666667,73.19166666666666,72.9875,14.8,16.37083333333333,15.900000000000006,16.353750000000005,16.43604166666666,16.305000000000007,0.1,0.1,0.9999999999999999,1.3000000000000003,1.3000000000000003,3.500000000000001,0.0,11944.0,32496.0,56248.0,115985.0,177247.0,1.4,104.90000000000003,339.3,594.8999999999999,1209.5,1749.8000000000009
2015310,2016-05-09T18:51:56.015475Z,23.0695,1.5,4,True,2,221,95.0,90.41666666666667,73.34027777777777,66.52083333333333,55.608333333333334,58.175,13.2,12.827083333333336,13.698611111111104,14.284166666666666,13.741250000000015,13.05569444444445,6.3,32.0,36.0,36.0,37.0,48.399999999999984,,,,,,,1.2,55.00000000000001,118.90000000000006,199.99999999999997,602.8000000000009,875.100000000002
2015569,2016-05-09T20:10:35.546845Z,14.874,1.1,3,True,4,111,91.0,96.4375,81.64583333333333,73.70416666666667,59.739583333333336,62.61527777777778,11.5,11.822916666666666,12.161805555555562,12.98583333333333,12.814166666666667,12.117499999999998,7.0,56.49999999999999,59.0,59.0,60.4,70.80000000000001,0.0,2136.0,11215.0,28855.0,103147.0,163014.0,4.6,48.7,160.60000000000005,328.9999999999999,1176.3000000000013,1761.100000000001
2015303,2016-05-09T18:51:04.110678Z,-7.141,6.6,2,True,4,230,92.0,90.64583333333333,72.75694444444444,66.40416666666667,58.625,61.49583333333333,14.2,13.116666666666667,13.878472222222218,14.384583333333326,13.56437500000001,12.826944444444461,0.2,19.900000000000002,25.700000000000003,25.700000000000003,26.6,39.99999999999999,,,,,,,,,,,,
2015505,2016-05-09T19:39:36.282298Z,-3.922,0.2,2,True,1,111,94.0,91.58333333333333,77.86111111111111,65.93333333333334,59.21666666666667,61.0875,11.5,14.235416666666664,13.958333333333343,14.422500000000003,13.266249999999992,12.499722222222196,1.4,17.1,17.3,17.3,19.099999999999998,41.0,0.0,4169.0,19320.0,43712.0,120958.0,180938.0,,,,,,
2015547,2016-05-09T19:53:55.615410Z,-6.5675,1.3,3,True,7,111,99.0,97.27083333333333,84.89583333333333,75.7875,67.52291666666666,69.54861111111111,11.0,13.320833333333333,12.873611111111115,13.184583333333334,12.143541666666662,11.344722222222215,11.5,18.9,21.5,21.5,23.799999999999997,49.2,0.0,4120.0,18163.0,42022.0,119090.0,181908.0,4.7,165.60000000000002,526.5999999999998,878.3999999999999,1680.0,2297.399999999999
2015377,2016-05-09T19:04:10.905375Z,-12.321,2.6,3,True,1,224,100.0,98.79166666666667,90.31944444444444,77.65416666666667,64.8875,66.76666666666667,6.2,6.6937500000000005,6.212500000000001,7.315416666666667,6.942083333333331,6.185972222222223,4.4,44.0,46.3,46.3,46.699999999999996,65.30000000000001,2.0,3128.0,15593.0,38885.0,122648.0,183619.0,13.7,435.20000000000005,1155.1,1697.2000000000003,2969.200000000002,3996.200000000001
2015403,2016-05-09T19:08:49.636342Z,-8.4915,3.0,3,True,2,224,92.0,90.83333333333333,73.07638888888889,66.6,58.69166666666667,61.580555555555556,14.2,13.125000000000002,13.868749999999997,14.366249999999992,13.56562500000001,12.829166666666682,2.3,22.200000000000003,28.000000000000004,28.000000000000004,28.900000000000002,42.29999999999999,,,,,,,,,,,,
2015577,2016-05-09T20:11:15.773586Z,-9.583,0.0,3,True,9,222,100.0,98.79166666666667,84.19444444444444,76.99166666666666,67.45625,71.675,9.0,12.722916666666665,12.924999999999995,13.562500000000005,12.95875,12.048472222222216,9.3,58.89999999999998,59.19999999999999,59.59999999999998,59.89999999999999,71.99999999999999,0.0,2239.0,11067.0,30217.0,106114.0,161857.0,,,,,,
2015473,2016-05-09T19:28:43.816676Z,-10.915,0.6,4,True,5,224,90.0,89.25,81.75,75.725,66.50625,68.74722222222222,13.6,14.258333333333331,13.449305555555549,13.322916666666666,12.54375,11.833333333333329,12.1,16.9,17.2,17.2,19.1,44.40000000000001,,,,,,,,,,,,
