id,meteocat_id,discharges,date-UTC,x,y,land_cover,weight,date-UTC-ff,x-ff,y-ff
2898130,9837243,1,2014-04-11T14:02:06.768995Z,287565.54975545383,4495296.773252983,224,2213.971294255875,2014-04-11T16:17:00.000000Z,288795.0,4497138.0
2955617,10015805,3,2014-06-12T17:55:19.703333Z,271915.78111762495,4546537.977897058,113,2789.7048669611177,2014-06-13T07:58:00.000000Z,274465.0,4547671.0
2952307,9984137,1,2014-06-12T11:42:11.238801Z,461862.7569810062,4624352.043183057,223,4982.257996816388,2014-06-13T14:23:00.000000Z,461545.0,4619380.0
2956204,10018525,1,2014-06-13T12:45:01.129739Z,482516.5437442926,4628726.372339129,221,14131.792190672588,2014-06-13T14:35:00.000000Z,493956.0,4620429.0
2956162,10018057,1,2014-06-13T12:30:16.381086Z,470340.02821216686,4639243.759541309,222,65.36163568548663,2014-06-13T14:38:00.000000Z,470275.0,4639250.0
2957979,10029136,2,2014-06-13T16:25:41.415078Z,385592.9648544012,4604207.882571159,111,617.2881350142982,2014-06-13T18:21:00.000000Z,384976.0,4604188.0
2954161,9999876,1,2014-06-12T14:33:01.731722Z,329017.76678318356,4654919.107928686,228,331.9516280012354,2014-06-14T14:36:00.000000Z,329037.0,4655247.0
2970768,10094560,1,2014-06-15T14:51:36.154619Z,308808.8359927508,4541369.401412309,224,2768.9544198309495,2014-06-15T16:46:00.000000Z,306108.0,4540759.0
3017453,10288352,1,2014-07-01T14:06:42.946940Z,288087.0840153202,4574064.618069358,221,1062.2678381793412,2014-07-01T16:09:00.000000Z,289147.0,4573994.0
3018355,10298898,1,2014-07-01T15:50:32.912070Z,295554.6627936397,4543452.890700494,224,1048.225225242337,2014-07-01T17:46:00.000000Z,296500.0,4543000.0
3018553,10300430,1,2014-07-01T16:14:23.220805Z,308177.61922112165,4536364.2740899315,224,1156.2099783507974,2014-07-01T18:12:00.000000Z,307509.0,4535421.0
3018363,10299017,1,2014-07-01T15:51:59.284728Z,289094.3867392051,4535307.538321881,224,1150.251829522682,2014-07-01T18:43:00.000000Z,289505.0,4536382.0
3020217,10306088,1,2014-07-01T17:51:22.230383Z,283880.11721876427,4500038.947668092,224,114.07317412080252,2014-07-01T19:51:00.000000Z,283881.0,4500153.0
3020204,10306036,1,2014-07-01T17:50:10.418940Z,294451.64449169533,4535532.988828084,232,1215.1232433555276,2014-07-01T19:52:00.000000Z,293251.0,4535720.0
3024595,10312614,5,2014-07-02T10:31:10.295415Z,408038.5328768141,4623460.730414815,224,792.4425274011055,2014-07-02T12:31:00.000000Z,407343.0,4623081.0
3024594,10312610,1,2014-07-02T10:30:57.675336Z,408255.1153389136,4621000.019715401,225,148.17416745967353,2014-07-02T12:46:00.000000Z,408403.0,4621009.0
3027983,10330219,1,2014-07-02T14:37:14.718074Z,314062.4077892415,4602021.928475557,111,1012.8879034855822,2014-07-02T16:35:00.000000Z,314897.0,4601448.0
3017975,10294593,1,2014-07-01T15:10:56.578722Z,283800.1877236281,4617100.088131535,111,2709.019148031579,2014-07-02T18:44:00.000000Z,282729.0,4614612.0
3024922,10313922,1,2014-07-02T11:21:47.486933Z,425198.340125102,4643400.070792809,221,1761.0149321354768,2014-07-04T19:07:00.000000Z,426287.0,4642017.0
3042718,10373937,8,2014-07-06T15:59:49.649462Z,353310.76981429005,4602338.7324043345,222,307.1423072621869,2014-07-06T18:28:00.000000Z,353449.0,4602613.0
3077597,10442947,3,2014-07-16T16:54:43.760721Z,414994.08768750384,4642764.448079429,221,915.3621459247933,2014-07-17T16:23:00.000000Z,414788.0,4643656.0
3079526,10454746,6,2014-07-18T21:08:33.442608Z,321680.5384177217,4641057.657272033,221,695.284574967363,2014-07-18T23:07:00.000000Z,322022.0,4640452.0
3079869,10456110,2,2014-07-18T23:15:58.889447Z,289146.3797165113,4563027.385102091,221,1712.2920641654086,2014-07-19T01:32:00.000000Z,289744.0,4564632.0
3080466,10459097,1,2014-07-19T01:25:06.819854Z,320154.132329204,4656266.540493837,227,1165.4343726599375,2014-07-19T01:33:00.000000Z,319477.0,4655318.0
